date_time,absolute_humidity,deg_C,relative_humidity,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,target_benzene,target_carbon_monoxide,target_nitrogen_oxides,month,week,is_weekend,hour
2010/3/13 3:00,0.7173,8.2,62.8,1113.4,728.2,1167.2,1297.2,1015.9,5.7,1.8,110.1,3,10,1,3
2010/3/13 4:00,0.7158,7,71.1,1112.6,796.4,1188.6,1313.2,1021.8,6.4,1.6,111.2,3,10,1,4
2010/3/13 5:00,0.6982,7.9,59.8,948.7,612.5,1405.8,1210.3,810.8,2.7,1,58.9,3,10,1,5
2010/3/13 6:00,0.6887,7.3,68.2,1111,678.3,1434.1,1344.1,809.9,3,1.3,54.1,3,10,1,6
2010/3/13 7:00,0.6932,6.2,68.3,1100.9,731.5,1240.3,1338.6,902.4,4.9,1.5,132,3,10,1,7
2010/3/13 8:00,0.6945,6.6,67.3,1322.6,1095.2,935,1711.6,1144.3,11.2,2.6,245.8,3,10,1,8
2010/3/13 9:00,0.7124,9.7,62.7,1393.9,1199.1,788.5,1688.2,1439.2,14.9,3.7,300.9,3,10,1,9
2010/3/13 10:00,0.7335,12.3,51.7,1360.2,1135,825.6,1683.7,1421,12,3.3,257.5,3,10,1,10
2010/3/13 11:00,0.7451,15.9,44.3,1480.3,1160.3,848.4,1833.4,1519.7,15.5,3.8,287.1,3,10,1,11
2010/3/13 12:00,0.709,17.8,34.1,1436.5,1050,857.5,1746.2,1373.1,13.9,3.8,251,3,10,1,12
2010/3/13 13:00,0.695,18.6,31.3,1261.6,1112,977.1,1616,1057,12.8,2.9,142.3,3,10,1,13
2010/3/13 14:00,0.7127,18.2,34.5,1279.4,896.3,1142.4,1458.2,892.5,8.5,2,109.7,3,10,1,14
2010/3/13 15:00,0.7042,19,33.9,1240,994.4,1111.9,1486,956.5,9.7,2,120.2,3,10,1,15
2010/3/13 16:00,0.7012,16.7,33.7,1306,957.4,953.8,1647.2,1056.4,9.8,2.3,135.2,3,10,1,16
2010/3/13 17:00,0.7117,16.7,35.9,1326,1010,1034.6,1634,1127.4,10.4,2.3,148,3,10,1,17
2010/3/13 18:00,0.7451,17.1,41,1561.4,1081.6,806.1,1868,1478.7,16.4,3,240.6,3,10,1,18
2010/3/13 19:00,0.7569,15.8,42.8,1528.6,1298.9,727.7,1998.9,1531.4,19.6,4.2,282.5,3,10,1,19
2010/3/13 20:00,0.7786,14.8,46.7,1675.4,1210.3,716.3,1953.3,1578.2,19.6,4,273.4,3,10,1,20
2010/3/13 21:00,0.8091,14.2,44.9,1523.7,1247,807.7,1767,1942.6,17.4,3.9,300,3,10,1,21
2010/3/13 22:00,0.806,14.6,48.6,1487.3,1110.8,827.1,1835.4,1721.4,13.2,3,209.7,3,10,1,22
2010/3/13 23:00,0.8193,14.8,47.8,1403.8,949.4,909.8,1699.2,1520.6,11.1,2.7,172,3,10,1,23
2010/3/14 0:00,0.8498,13.8,54.7,1488,1033.3,933.4,1498.2,1442.9,11.2,2.8,186.2,3,10,1,0
2010/3/14 1:00,0.8536,14.7,49.4,1484,1086.8,827.2,1705.2,1545.3,11.7,2.7,168.8,3,10,1,1
2010/3/14 2:00,0.8537,13,56.5,1285,943.5,1010.2,1527.6,1403.9,8.8,2.6,128,3,10,1,2
2010/3/14 3:00,0.8674,11,64.7,1290.2,987.4,948.6,1555.2,1239.7,10.2,2.3,135.3,3,10,1,3
2010/3/14 4:00,0.8603,11.9,64.8,1163.9,788.5,1175.2,1364.9,1061.5,5,1.3,67.9,3,10,1,4
2010/3/14 5:00,0.8533,11.8,66.9,1008.9,691,1233.8,1321.9,919.7,3.8,1.2,50.9,3,10,1,5
2010/3/14 6:00,0.8473,10.9,59.1,1086.8,605.6,1464.8,1293,819.7,2.6,1,42.7,3,10,1,6
2010/3/14 7:00,0.853,10,66.2,1017.7,584.2,1356.3,1407,861.5,2.3,0.9,74,3,10,1,7
2010/3/14 8:00,0.853,12.2,66.5,1085.7,707.6,1188.2,1315,1007,4.2,1.4,97,3,10,1,8
2010/3/14 9:00,0.8627,12.8,58.2,1185.6,877.7,1086.6,1435.4,1158.6,6.1,1.5,109.7,3,10,1,9
2010/3/14 10:00,0.8728,14.5,53.1,1318.7,932.2,971,1581.7,1139.2,8.7,2.3,142.6,3,10,1,10
2010/3/14 11:00,0.8789,16.6,47,1416.1,988.8,860.4,1645.1,1409.2,10.2,2.8,172.5,3,10,1,11
2010/3/14 12:00,0.8474,17.9,39.4,1316.9,992,952.4,1777.6,1299.9,11.1,2.6,157.8,3,10,1,12
2010/3/14 13:00,0.7812,21.8,33,1306.6,844.8,1051.5,1464,940.8,7.1,2,107.4,3,10,1,13
2010/3/14 14:00,0.7616,22.7,28.7,1207,870.2,1126.1,1430.4,863.3,7,1.7,102,3,10,1,14
2010/3/14 15:00,0.7525,20.8,29,1232.8,906,1135,1526.1,945,8.7,1.8,105.3,3,10,1,15
2010/3/14 16:00,0.7516,21.3,29.8,1428.8,1003.2,1032.4,1547.2,1143,11.2,3,168.3,3,10,1,16
2010/3/14 17:00,0.7696,20.4,30.2,1351.7,1093,952.4,1651.3,1193.9,11.9,2.8,178.2,3,10,1,17
2010/3/14 18:00,0.8307,18.7,35.2,1463.2,1012.8,929,1554,1236.8,11.8,2.6,150.4,3,10,1,18
2010/3/14 19:00,0.8732,18.6,41.7,1808,1259.5,707.8,1893.4,1681,19.8,4.4,250.6,3,10,1,19
2010/3/14 20:00,0.921,16.4,45.6,1765.1,1298.1,687.8,2039.9,2000.2,23.6,5.8,305.5,3,10,1,20
2010/3/14 21:00,0.932,16.5,47.1,1591.2,1094.4,776.2,1727.1,1532.6,14.6,3.5,221.3,3,10,1,21
2010/3/14 22:00,0.9341,15.5,53,1257.8,958.8,887,1539.4,1423,8.8,2,153.3,3,10,1,22
2010/3/14 23:00,0.9314,15.4,58.7,1416.4,942.3,895.7,1600.8,1308.5,8.8,2.3,144.4,3,10,1,23
2010/3/15 0:00,0.9164,13.9,54.7,1226.6,837.1,1024.4,1639.8,1200,6.9,1.7,107.1,3,11,0,0
2010/3/15 1:00,0.9094,13.4,53,1239,861.5,959.5,1496.7,1162.3,6.5,1.8,98.6,3,11,0,1
2010/3/15 2:00,0.9361,12.5,62.5,1285.2,863.6,1008,1581.7,1114.5,7.4,1.8,113.4,3,11,0,2
2010/3/15 3:00,0.923,12.3,62.9,1024.1,770.7,1161.8,1442.4,1021,4.4,1.2,71.7,3,11,0,3
2010/3/15 4:00,0.9351,12.3,63.4,1034.9,668.3,1207.5,1468,1013,4,1,62,3,11,0,4
2010/3/15 5:00,0.9375,12.6,64,1128.8,653.8,1213.8,1420.1,979.7,3.9,1,88.9,3,11,0,5
2010/3/15 6:00,0.9475,11.3,69.1,1180.1,780.2,1081.5,1568.2,1104.7,6.5,1.4,140.8,3,11,0,6
2010/3/15 7:00,0.9401,12,67.4,1248.3,1014.3,923.9,1761.3,1247.4,9.6,2.1,221.2,3,11,0,7
2010/3/15 8:00,0.917,12,61.3,1743.1,1523.6,678.1,2276.5,1579.2,26.7,5.4,345.6,3,11,0,8
2010/3/15 9:00,0.9076,14.7,54.3,1882.6,1615.9,547.7,2638.4,2227.7,37.4,7.8,506.7,3,11,0,9
2010/3/15 10:00,0.8993,17.7,47.4,1824.1,1543.5,597.1,2352.5,2032.2,27.4,6.1,405.8,3,11,0,10
2010/3/15 11:00,0.8801,19.6,40,1470.2,1222,738.4,2110.2,1905.9,20.3,4.1,306.2,3,11,0,11
2010/3/15 12:00,0.8904,22,34.8,1444.3,1041.6,864.2,1711.7,1552.4,14.8,3,209,3,11,0,12
2010/3/15 13:00,0.9096,22.8,31.2,1374.5,1123.1,771.9,1776.1,1488.2,14,2.8,159,3,11,0,13
2010/3/15 14:00,0.8757,22.5,30.9,1344,1092.3,838,1737.6,1212.5,16,2.8,152.6,3,11,0,14
2010/3/15 15:00,0.8736,23.4,28,1382.9,1095.1,879.7,1587.5,1125.6,12.1,2.4,148.4,3,11,0,15
2010/3/15 16:00,0.8848,25.9,28.2,1225.7,1022.7,1007,1608,1068,11.6,2.4,150.2,3,11,0,16
2010/3/15 17:00,0.9137,23.3,31.9,1473.9,1152.4,865.6,1751,1176.9,14.7,2.8,154.4,3,11,0,17
2010/3/15 18:00,0.9547,23.4,35.8,1821.2,1537,643.6,2520.4,1898.3,32.7,6,332.8,3,11,0,18
2010/3/15 19:00,1.0086,21.6,39.5,1999.2,1754,547.4,2652.2,1973.5,41.6,8.3,379.8,3,11,0,19
2010/3/15 20:00,1.0945,18.3,53.1,1800.2,1573,576.3,2491.9,2091.6,29.4,6.8,316.8,3,11,0,20
2010/3/15 21:00,1.0786,17.4,55.7,1595,1371.6,705.1,2058,1758.2,20.9,4.4,248.3,3,11,0,21
2010/3/15 22:00,1.0654,15.2,59,1467.8,1182.2,786.9,1818.9,1508.9,14.5,3,200.7,3,11,0,22
2010/3/15 23:00,1.058,16.2,60.2,1062.1,843.5,967.7,1624.4,1187.3,7,1.3,85.4,3,11,0,23
2010/3/16 0:00,1.0494,14.7,63.7,1369.2,988.4,792.4,1782.9,1297.4,11.8,2.2,130.8,3,11,0,0
2010/3/16 1:00,1.0148,15.1,58.2,1041.8,752.6,1130.9,1527.5,1071.2,5.3,1.2,75,3,11,0,1
2010/3/16 2:00,0.9879,14.4,55.1,977.7,678.4,1254,1441.4,832.3,2.7,0.8,41.7,3,11,0,2
2010/3/16 3:00,0.9636,12.6,62.1,984.7,608,1444.8,1432.2,809.5,2.4,0.7,47.8,3,11,0,3
2010/3/16 4:00,0.945,12.5,68.2,931.6,638.5,1329.2,1414.2,882,2.7,0.7,60.8,3,11,0,4
2010/3/16 5:00,0.9283,13.2,67,937,561.6,1482.6,1401.9,800.9,2,0.6,39.9,3,11,0,5
2010/3/16 6:00,0.9081,11.9,65.8,945.8,653.8,1270.9,1460.5,887.4,3.5,0.9,77.1,3,11,0,6
2010/3/16 7:00,0.8705,10.7,67.2,1171,777.7,1162,1408.3,976.5,5.2,1.4,100,3,11,0,7
2010/3/16 8:00,0.8719,12.4,66.2,1463.9,1244.2,762.3,1907.9,1477.4,15.4,3.2,249.8,3,11,0,8
2010/3/16 9:00,0.8743,14.1,58.6,1462,1235.5,677.1,2116.6,1537.1,19.3,3.6,240.4,3,11,0,9
2010/3/16 10:00,0.8672,17.6,42.5,1630.9,1445.3,634.3,2255.2,1750.8,24.3,5.2,403.9,3,11,0,10
2010/3/16 11:00,0.8417,22.3,31,1586.7,1348.9,751.9,2051.9,1642.6,19.8,3.9,320.3,3,11,0,11
2010/3/16 12:00,0.8231,22.9,27.4,1452,1225,783.8,1980.1,1519.7,19.4,3.4,204,3,11,0,12
2010/3/16 13:00,0.8264,25,26.9,1531.6,1331.8,724,1958,1604.2,23,3.8,234.4,3,11,0,13
2010/3/16 14:00,0.7589,24.3,24.6,1378,1269.7,788.5,1972.9,1476.1,20.2,3.9,260.4,3,11,0,14
2010/3/16 15:00,0.7094,25.4,19.8,1318.4,1170.1,901.9,1775.5,1153.2,14.7,2.7,181.8,3,11,0,15
2010/3/16 16:00,0.7014,29.9,19.3,1336.6,1173.1,923.1,1864.5,1352.4,16.3,2.9,189.5,3,11,0,16
2010/3/16 17:00,0.7098,28.3,20.2,1444.6,1126.1,853.1,1686.8,1294.8,16.1,2.9,201.4,3,11,0,17
2010/3/16 18:00,0.7519,23.2,26.7,1461.5,1173.2,867.6,1778,1270.1,17.4,3.6,195,3,11,0,18
2010/3/16 19:00,0.873,22.4,32.4,1442.4,1347.3,816,1762.5,1489.3,19.3,4.1,184.6,3,11,0,19
2010/3/16 20:00,0.8704,20.4,35.2,1488.7,1173,879.6,1811.5,1475,16.7,3.2,167.7,3,11,0,20
2010/3/16 21:00,0.9007,19.8,38.8,1800,1454.5,651,2190.2,1973,24.4,4.7,294.8,3,11,0,21
2010/3/16 22:00,0.9342,18.8,46.4,1323.8,1079,793.5,1727.1,1618,13.1,2.4,195,3,11,0,22
2010/3/16 23:00,0.9226,17.4,46,1177,905.3,935,1544.4,1348.4,8.9,1.6,137.8,3,11,0,23
2010/3/17 0:00,0.9271,14.4,49.7,1168.8,897.2,949.7,1547,1274.6,8.7,1.8,124.1,3,11,0,0
2010/3/17 1:00,0.9059,15.3,48.3,1082.7,831,1044.7,1355.5,1114,5.4,1.2,94,3,11,0,1
2010/3/17 2:00,0.891,14.7,54.5,968.1,706.9,1227.4,1396.8,952.3,4,0.9,70,3,11,0,2
2010/3/17 3:00,0.8666,12.2,60.2,989,587.5,1279.1,1265.4,866.3,2.4,0.7,49.1,3,11,0,3
2010/3/17 4:00,0.8447,13.5,57.9,900.7,605.8,1451.8,1290,791.8,2,0.6,52.4,3,11,0,4
2010/3/17 5:00,0.8026,12.5,59.7,903.8,576.2,1460,1268,693.7,1.6,0.5,26.3,3,11,0,5
2010/3/17 6:00,0.7978,12.4,54.5,873.2,547.2,1360.3,1250.3,703.7,2,0.5,48.3,3,11,0,6
2010/3/17 7:00,0.7956,10.4,61.3,1161.3,878,1038,1447.1,1104.6,7.1,1.6,161.6,3,11,0,7
2010/3/17 8:00,0.7958,11.1,58.4,1539.4,1374,673.9,1859.1,1534,22.5,4.3,326.4,3,11,0,8
2010/3/17 9:00,0.802,13.3,51.5,1963.1,1746.9,580.6,2408.2,1911.7,34.9,6.1,373.2,3,11,0,9
2010/3/17 10:00,0.8048,16.5,37.3,1476.3,1264.4,688.9,1904.4,1682,22.6,4.5,282.8,3,11,0,10
2010/3/17 11:00,0.8265,21.1,33.7,1380.5,1137.8,778,1888.9,1547.1,14.5,2.8,212.2,3,11,0,11
2010/3/17 12:00,0.8471,22.6,28,1462.6,1088.3,868.8,1587.8,1490,12.9,2.7,195.3,3,11,0,12
2010/3/17 13:00,0.8254,27.1,23.8,1452,1198.1,826.6,1834.4,1432.6,14.5,2.6,191.8,3,11,0,13
2010/3/17 14:00,0.8503,27.2,26.9,1319.6,1041.5,824.9,1729.1,1414,14.1,2.6,164.2,3,11,0,14
2010/3/17 15:00,0.65,26.3,17.8,1170.8,1003.9,972.5,1611.2,1024.1,9.8,2,129.6,3,11,0,15
2010/3/17 16:00,0.6309,28.1,14.9,1269.4,1084.8,883.6,1763,1196.6,14.3,3.1,174.8,3,11,0,16
2010/3/17 17:00,0.5708,26.8,15.3,1309.4,1028.2,1093.9,1616.5,1133.1,12.1,2.6,151.4,3,11,0,17
2010/3/17 18:00,0.5237,26.7,16.5,1588.1,1478,753.3,1901.8,1569,25.9,5.1,296,3,11,0,18
2010/3/17 19:00,0.7403,24.3,25.4,1953.3,1632.8,598.5,2341.6,2421.3,39.6,8.1,411,3,11,0,19
2010/3/17 20:00,0.9133,21.5,37.8,1896,1650.3,614.9,2440.2,2288.2,36.9,6.5,357.4,3,11,0,20
2010/3/17 21:00,0.9294,18.1,39.6,1813,1440.4,626.9,2217.5,1947.5,25.8,5.5,356.2,3,11,0,21
2010/3/17 22:00,0.8558,17,41.9,1472.9,1069.5,739.2,1692.5,1623.4,14.4,2.9,187.9,3,11,0,22
2010/3/17 23:00,0.9206,16.2,47.3,1488,1112.4,752.9,1795.8,1688,14.8,2.5,169.1,3,11,0,23
2010/3/18 0:00,0.9024,13.9,51.2,1384.7,1018,811.9,1635.6,1473.4,13,2.3,157.1,3,11,0,0
2010/3/18 1:00,0.8975,13.3,56,1137.8,876.9,984.9,1562.1,1178,8.1,1.4,90.2,3,11,0,1
2010/3/18 2:00,0.8686,14.9,51.6,1085.3,834.2,1120.4,1435.1,1159.6,5.6,1,57.3,3,11,0,2
2010/3/18 3:00,0.8501,13.3,52.8,1008.8,687,1124.2,1391.5,1007.8,3.5,0.7,100.6,3,11,0,3
2010/3/18 4:00,0.8442,11.7,60.7,973.1,638.6,1234.8,1307.3,962,2.7,0.8,60.6,3,11,0,4
2010/3/18 5:00,0.8233,12,61.3,921.7,591.8,1305.9,1215.5,836.3,2.5,0.6,37.4,3,11,0,5
2010/3/18 6:00,0.8113,10.6,64.6,928.6,604.5,1301,1319.7,848.4,3,0.7,70,3,11,0,6
2010/3/18 7:00,0.8067,10.9,61.4,1107.7,823,1055.2,1457.9,1075,8.1,1.6,132,3,11,0,7
2010/3/18 8:00,0.8117,11.7,63.6,1626.6,1425.5,627,2177.8,1658.3,22.8,4.5,359.3,3,11,0,8
2010/3/18 9:00,0.8186,15.2,50.6,1798.6,1614.7,546.4,2319.9,1969,37.2,6.8,421,3,11,0,9
2010/3/18 10:00,0.821,17.3,39.7,1520,1399.6,679.1,2070.3,1764.4,22.6,4.7,335,3,11,0,10
2010/3/18 11:00,0.8365,22,32,1502.5,1160.8,772.8,1699.4,1521,13.3,2.8,226.2,3,11,0,11
2010/3/18 12:00,0.8219,23.1,28.8,1420.4,1025.3,890,1629.7,1401.5,12.5,2.3,176.1,3,11,0,12
2010/3/18 13:00,0.8515,25.7,27.3,1301.9,982.1,908.8,1681,1306,12.7,2.3,152,3,11,0,13
2010/3/18 14:00,0.7829,24.7,23.4,1351.4,1119.6,946,1610.2,1189.8,13.1,2.4,137,3,11,0,14
2010/3/18 15:00,0.6275,28.1,18.3,1229.5,1117.7,980.7,1589.8,1042.5,14.8,2.1,150.5,3,11,0,15
2010/3/18 16:00,0.818,25.2,22.4,1525.9,1132.7,863.1,1873,1373.9,17.5,2.9,172,3,11,0,16
2010/3/18 17:00,0.7832,26.3,23.9,1352.6,1176.2,916.6,1790.3,1278.4,14.9,2.8,164.3,3,11,0,17
2010/3/18 18:00,0.7446,23.7,27.6,1497.9,1391.5,725.8,1898.3,1341.1,21.5,3.5,199,3,11,0,18
2010/3/18 19:00,0.7523,20.1,31.7,1550.3,1361.5,683,2245.1,1635.6,27.5,5.4,280,3,11,0,19
2010/3/18 20:00,0.7676,17.9,35.5,1583.6,1438.5,663.5,1907.4,1663.1,24.7,5.4,270.5,3,11,0,20
2010/3/18 21:00,0.8768,15.8,50.8,1387.1,1132.2,854.7,1610.8,1348.4,13.4,3.2,170.9,3,11,0,21
2010/3/18 22:00,0.9456,15.4,53.8,1373,1028.6,911.6,1556.2,1158.2,10.8,2.2,127.7,3,11,0,22
2010/3/18 23:00,0.9606,13.4,64.2,1173.7,938.3,929,1622.2,1019.5,8.6,1.8,88.4,3,11,0,23
2010/3/19 0:00,0.9735,11.4,73.9,1287,926.6,881.3,1541.8,1102.4,9.2,2,133.6,3,11,0,0
2010/3/19 1:00,0.9915,11.2,67.5,1088.6,798,980.2,1426,907.8,6.3,1.7,106.1,3,11,0,1
2010/3/19 2:00,1.0029,12.8,69.3,929.1,681.1,1253.6,1421.4,594,3.4,0.9,49.9,3,11,0,2
2010/3/19 3:00,0.9768,13.1,70.2,893.7,640.7,1312.9,1379.1,442.9,2.6,0.7,47,3,11,0,3
2010/3/19 4:00,0.9665,12.8,70.4,943.3,591.8,1368,1267.2,385.1,1.8,0.6,19.4,3,11,0,4
2010/3/19 5:00,0.962,11.6,64.1,867.4,525,1684.8,1260,362.6,1.2,0.5,17.1,3,11,0,5
2010/3/19 6:00,0.9487,12.5,68.3,910.9,643.4,1441.6,1231.3,446.8,2.3,0.7,59.4,3,11,0,6
2010/3/19 7:00,0.9332,13.1,67.5,1146.5,794.3,1022.4,1523.6,689.9,6.6,1.5,118.4,3,11,0,7
2010/3/19 8:00,0.9209,13.3,62.8,1792.2,1385.7,704.6,2229.8,1564.6,22.8,4.6,323.2,3,11,0,8
2010/3/19 9:00,0.912,12.9,54.7,1837.2,1661.1,563.5,2357.8,1613,29.1,6.6,360.6,3,11,0,9
2010/3/19 10:00,0.9032,14.7,53.7,1398.5,1249.5,736.1,1920.6,1370,18,4.2,250.5,3,11,0,10
2010/3/19 11:00,0.8917,14.1,56.6,1334.4,1214.8,797,1897.8,1242.6,15.3,3.2,209.3,3,11,0,11
2010/3/19 12:00,0.8744,14.6,46.6,1257.3,1161.7,845.5,1786,1199.9,13.2,2.7,190.1,3,11,0,12
2010/3/19 13:00,0.8655,15.5,47.1,1343.1,1191.7,800.9,1711,1229.6,15.6,2.8,169,3,11,0,13
2010/3/19 14:00,0.864,16.6,47.6,1432.2,1238.1,755.6,1968.8,1237.5,17.5,3.1,190.1,3,11,0,14
